"filename", "language", "Markdown", "TypeScript", "JavaScript", "JSON", "JSON with Comments", "YAML", "MS SQL", "TypeScript JSX", "CSS", "comment", "blank", "total"
"c:\Dev\camping-checkliste\src\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 7, 30
"c:\Dev\camping-checkliste\src\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 9, 73
"c:\Dev\camping-checkliste\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 3, 22
"c:\Dev\camping-checkliste\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 6, 27
"c:\Dev\camping-checkliste\src\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 20, 237
"c:\Dev\camping-checkliste\src\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 12, 129
"c:\Dev\camping-checkliste\src\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 11, 118
"c:\Dev\camping-checkliste\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 8, 34
"c:\Dev\camping-checkliste\src\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"c:\Dev\camping-checkliste\src\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 6, 45
"c:\Dev\camping-checkliste\src\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 7, 46
"c:\Dev\camping-checkliste\src\components\ui\responsive-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 133, 0, 11, 21, 165
"c:\Dev\camping-checkliste\src\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 6, 49
"c:\Dev\camping-checkliste\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 14, 160
"c:\Dev\camping-checkliste\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 32
"c:\Dev\camping-checkliste\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 16, 141
"c:\Dev\camping-checkliste\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 697, 0, 12, 55, 764
"c:\Dev\camping-checkliste\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 16
"c:\Dev\camping-checkliste\src\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"c:\Dev\camping-checkliste\src\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 6, 32
"c:\Dev\camping-checkliste\src\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 5, 30
"c:\Dev\camping-checkliste\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 11, 121
"c:\Dev\camping-checkliste\src\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 8, 56
"c:\Dev\camping-checkliste\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 20, 0, 1, 5, 26
"c:\Dev\camping-checkliste\src\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 14, 130
"c:\Dev\camping-checkliste\src\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 4, 36
"c:\Dev\camping-checkliste\src\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 10, 62
"c:\Dev\camping-checkliste\src\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 7, 46
"c:\Dev\camping-checkliste\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 8, 33
"c:\Dev\camping-checkliste\src\components\ui\weight-input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 77, 0, 4, 9, 90
"c:\Dev\camping-checkliste\src\components\undo-toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 8, 63
"c:\Dev\camping-checkliste\src\durable-objects\PackingSyncDO.ts", "TypeScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 17, 16, 89
"c:\Dev\camping-checkliste\src\hooks\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"c:\Dev\camping-checkliste\src\hooks\use-packing-sync.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 9, 12, 102
"c:\Dev\camping-checkliste\src\hooks\use-toast.ts", "TypeScript", 0, 160, 0, 0, 0, 0, 0, 0, 0, 3, 32, 195
"c:\Dev\camping-checkliste\src\lib\api-auth.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 4, 30
"c:\Dev\camping-checkliste\src\lib\api-types.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 1, 9
"c:\Dev\camping-checkliste\src\lib\auth.ts", "TypeScript", 0, 169, 0, 0, 0, 0, 0, 0, 0, 10, 19, 198
"c:\Dev\camping-checkliste\src\lib\campingplatz-foto-import.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Dev\camping-checkliste\src\lib\campingplatz-photo-url.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 3, 19
"c:\Dev\camping-checkliste\src\lib\compress-upload-image.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 4, 3, 41
"c:\Dev\camping-checkliste\src\lib\country-flag-emoji.ts", "TypeScript", 0, 192, 0, 0, 0, 0, 0, 0, 0, 7, 8, 207
"c:\Dev\camping-checkliste\src\lib\db.ts", "TypeScript", 0, 3759, 0, 0, 0, 0, 0, 0, 0, 314, 284, 4357
"c:\Dev\camping-checkliste\src\lib\device-compass-heading.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 24, 8, 59
"c:\Dev\camping-checkliste\src\lib\google-place-photos-merge.ts", "TypeScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 17, 8, 88
"c:\Dev\camping-checkliste\src\lib\offline-db.ts", "TypeScript", 0, 128, 0, 0, 0, 0, 0, 0, 0, 8, 24, 160
"c:\Dev\camping-checkliste\src\lib\offline-sync.ts", "TypeScript", 0, 145, 0, 0, 0, 0, 0, 0, 0, 16, 22, 183
"c:\Dev\camping-checkliste\src\lib\packing-sync.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\Dev\camping-checkliste\src\lib\permissions.ts", "TypeScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 11, 11, 79
"c:\Dev\camping-checkliste\src\lib\places-photo.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 5, 4, 36
"c:\Dev\camping-checkliste\src\lib\routes.ts", "TypeScript", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 14, 145
"c:\Dev\camping-checkliste\src\lib\user-colors.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 10, 7, 71
"c:\Dev\camping-checkliste\src\lib\utils.ts", "TypeScript", 0, 120, 0, 0, 0, 0, 0, 0, 0, 46, 16, 182
"c:\Dev\camping-checkliste\src\middleware.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 9, 59
"c:\Dev\camping-checkliste\tailwind.config.ts", "TypeScript", 0, 136, 0, 0, 0, 0, 0, 0, 0, 1, 2, 139
"c:\Dev\camping-checkliste\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 36
"c:\Dev\camping-checkliste\tsconfig.tsbuildinfo", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Dev\camping-checkliste\worker.ts", "TypeScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 10, 10, 83
"c:\Dev\camping-checkliste\wrangler.jsonc", "JSON with Comments", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 1, 42
"Total", "-", 2999, 9786, 78, 157, 76, 8587, 878, 21496, 180, 1229, 5747, 51213
